review_idx,category,aspect,sentence_compound,clause_compound,diff,affected
155,Magazine_Subscriptions,billing,0.6249,0.6249,0.0,False
156,Magazine_Subscriptions,advertising,0.1383,0.1383,0.0,False
156,Magazine_Subscriptions,content,0.1383,0.1383,0.0,False
156,Magazine_Subscriptions,quality,0.4247666666666667,0.33969999999999995,-0.08506666666666673,True
158,Magazine_Subscriptions,advertising,0.1366,0.1366,0.0,False
158,Magazine_Subscriptions,content,0.1366,0.1366,0.0,False
159,Magazine_Subscriptions,content,0.7783,0.7783,0.0,False
160,Magazine_Subscriptions,price,0.0772,0.0772,0.0,False
160,Magazine_Subscriptions,content,0.5719,0.5719,0.0,False
165,Magazine_Subscriptions,content,0.4804,0.3829714285714285,-0.09742857142857148,True
165,Magazine_Subscriptions,quality,0.8478,0.8478,0.0,False
165,Magazine_Subscriptions,delivery,0.7717,0.7717,0.0,False
167,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
168,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
169,Magazine_Subscriptions,price,0.8622,0.8622,0.0,False
171,Magazine_Subscriptions,quality,0.7469,0.5994,-0.14749999999999996,True
171,Magazine_Subscriptions,price,0.7469,0.0,-0.7469,True
171,Magazine_Subscriptions,advertising,0.9109,-0.5423,-1.4532,True
171,Magazine_Subscriptions,content,0.7469,0.5994,-0.14749999999999996,True
172,Magazine_Subscriptions,content,-0.4404,-0.4404,0.0,False
174,Magazine_Subscriptions,content,0.0,0.0,0.0,False
176,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
178,Magazine_Subscriptions,content,0.0,0.0,0.0,False
179,Magazine_Subscriptions,delivery,-0.2144,-0.4019,-0.18749999999999997,True
179,Magazine_Subscriptions,content,-0.1072,0.0,0.1072,True
180,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
181,Magazine_Subscriptions,content,0.7906,0.7906,0.0,False
185,Magazine_Subscriptions,content,0.7276,0.7276,0.0,False
186,Magazine_Subscriptions,content,0.0,0.0,0.0,False
187,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
190,Magazine_Subscriptions,advertising,0.04675555555555556,0.04675555555555556,0.0,False
190,Magazine_Subscriptions,content,0.0,0.0,0.0,False
190,Magazine_Subscriptions,price,0.4019,0.4019,0.0,False
191,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
192,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
192,Magazine_Subscriptions,content,0.0,0.0,0.0,False
193,Magazine_Subscriptions,delivery,0.4574,0.4574,0.0,False
193,Magazine_Subscriptions,content,0.508875,0.40385,-0.10502499999999998,True
194,Magazine_Subscriptions,content,-0.5112,0.6361,1.1473,True
195,Magazine_Subscriptions,advertising,0.1531,0.0,-0.1531,True
196,Magazine_Subscriptions,content,0.6305,0.3724,-0.25809999999999994,True
197,Magazine_Subscriptions,content,0.0,0.0,0.0,False
199,Magazine_Subscriptions,content,0.0,0.0,0.0,False
202,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
204,Magazine_Subscriptions,billing,-0.19065000000000001,-0.19065000000000001,0.0,False
205,Magazine_Subscriptions,delivery,0.5267,0.0,-0.5267,True
205,Magazine_Subscriptions,content,0.47909999999999997,0.47909999999999997,0.0,False
206,Magazine_Subscriptions,advertising,-0.438,0.0,0.438,True
206,Magazine_Subscriptions,billing,-0.438,-0.3089,0.1291,True
206,Magazine_Subscriptions,content,0.6808,0.3612,-0.31959999999999994,True
207,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
210,Magazine_Subscriptions,price,0.4927,0.4927,0.0,False
213,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
214,Magazine_Subscriptions,content,0.8268,0.8268,0.0,False
215,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
215,Magazine_Subscriptions,content,0.0,0.0,0.0,False
218,Magazine_Subscriptions,content,0.4823,0.278875,-0.20342500000000002,True
220,Magazine_Subscriptions,price,0.8481,0.8481,0.0,False
223,Magazine_Subscriptions,delivery,0.5574,0.5574,0.0,False
223,Magazine_Subscriptions,content,-0.5504,0.0,0.5504,True
224,Magazine_Subscriptions,content,0.0,0.0,0.0,False
229,Magazine_Subscriptions,advertising,0.11253333333333333,0.0973,-0.015233333333333335,True
229,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
229,Magazine_Subscriptions,content,0.12973333333333334,0.12973333333333334,0.0,False
231,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
231,Magazine_Subscriptions,content,0.40465000000000007,0.40465000000000007,0.0,False
232,Magazine_Subscriptions,billing,0.4588,0.4588,0.0,False
234,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
234,Magazine_Subscriptions,content,0.0,0.0,0.0,False
235,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
235,Magazine_Subscriptions,content,0.0,0.0,0.0,False
238,Magazine_Subscriptions,price,0.24695,0.24695,0.0,False
241,Magazine_Subscriptions,content,0.8885,0.8885,0.0,False
242,Magazine_Subscriptions,price,-0.2732,-0.2732,0.0,False
243,Magazine_Subscriptions,advertising,-0.2202,-0.2202,0.0,False
243,Magazine_Subscriptions,content,0.8555,0.8555,0.0,False
243,Magazine_Subscriptions,quality,0.8555,0.8555,0.0,False
246,Magazine_Subscriptions,content,0.4939,0.4939,0.0,False
247,Magazine_Subscriptions,content,0.8899,0.8899,0.0,False
250,Magazine_Subscriptions,content,0.9098,0.9098,0.0,False
250,Magazine_Subscriptions,price,0.9098,0.9098,0.0,False
253,Magazine_Subscriptions,quality,0.7003,0.7003,0.0,False
254,Magazine_Subscriptions,price,-0.1695,-0.1695,0.0,False
255,Magazine_Subscriptions,price,0.7579,0.7579,0.0,False
255,Magazine_Subscriptions,content,0.7088,0.7088,0.0,False
258,Magazine_Subscriptions,content,0.37,0.27390000000000003,-0.09609999999999996,True
259,Magazine_Subscriptions,price,-0.6486,-0.5719,0.07669999999999999,True
265,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
267,Magazine_Subscriptions,billing,-0.0258,-0.0258,0.0,False
267,Magazine_Subscriptions,price,-0.0258,-0.0258,0.0,False
267,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
267,Magazine_Subscriptions,content,-0.11511666666666669,-0.11511666666666669,0.0,False
268,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
269,Magazine_Subscriptions,content,0.64195,0.64195,0.0,False
272,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
274,Magazine_Subscriptions,content,0.4019,0.4019,0.0,False
276,Magazine_Subscriptions,content,0.0,0.0,0.0,False
278,Magazine_Subscriptions,content,0.39683333333333337,0.39683333333333337,0.0,False
279,Magazine_Subscriptions,advertising,0.8083,0.8083,0.0,False
279,Magazine_Subscriptions,price,0.8083,0.8083,0.0,False
280,Magazine_Subscriptions,content,0.3982,0.3982,0.0,False
281,Magazine_Subscriptions,content,0.26275,0.26275,0.0,False
281,Magazine_Subscriptions,price,0.7506,0.7506,0.0,False
284,Magazine_Subscriptions,delivery,0.4854,0.2023,-0.2831,True
284,Magazine_Subscriptions,content,0.4854,0.2023,-0.2831,True
289,Magazine_Subscriptions,content,0.0,0.0,0.0,False
290,Magazine_Subscriptions,quality,0.6369,0.6369,0.0,False
291,Magazine_Subscriptions,price,0.2288,-0.08965,-0.31845,True
292,Magazine_Subscriptions,delivery,-0.5423,-0.5423,0.0,False
292,Magazine_Subscriptions,price,-0.1531,-0.296,-0.14289999999999997,True
292,Magazine_Subscriptions,advertising,-0.2144,-0.20095,0.013450000000000017,True
292,Magazine_Subscriptions,content,0.3853,0.2202,-0.16509999999999997,True
293,Magazine_Subscriptions,content,0.0,0.0,0.0,False
294,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
296,Magazine_Subscriptions,billing,0.5719,0.5719,0.0,False
300,Magazine_Subscriptions,content,-0.26415,-0.1591,0.10505,True
301,Magazine_Subscriptions,content,0.0,0.0,0.0,False
303,Magazine_Subscriptions,advertising,0.3612,0.3612,0.0,False
304,Magazine_Subscriptions,content,0.6908,0.6908,0.0,False
309,Magazine_Subscriptions,content,0.5859,0.5859,0.0,False
310,Magazine_Subscriptions,quality,0.5707,0.5707,0.0,False
310,Magazine_Subscriptions,content,0.0,0.0,0.0,False
315,Magazine_Subscriptions,price,0.6249,0.6249,0.0,False
317,Magazine_Subscriptions,content,-0.254,-0.254,0.0,False
320,Magazine_Subscriptions,content,0.0,0.0,0.0,False
321,Magazine_Subscriptions,billing,-0.25,-0.25,0.0,False
321,Magazine_Subscriptions,content,0.34,0.34,0.0,False
322,Magazine_Subscriptions,content,0.0,0.0,0.0,False
324,Magazine_Subscriptions,content,0.7964,0.7964,0.0,False
325,Magazine_Subscriptions,quality,0.5267,0.5267,0.0,False
326,Magazine_Subscriptions,content,-0.3159,-0.3804,-0.0645,True
327,Magazine_Subscriptions,price,0.7574,0.7574,0.0,False
329,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
331,Magazine_Subscriptions,advertising,0.7351,0.7351,0.0,False
331,Magazine_Subscriptions,content,0.6656333333333333,0.6656333333333333,0.0,False
332,Magazine_Subscriptions,quality,0.539,0.539,0.0,False
334,Magazine_Subscriptions,price,0.0,0.0,0.0,False
336,Magazine_Subscriptions,content,0.20095,0.20095,0.0,False
339,Magazine_Subscriptions,content,0.6486,0.4939,-0.15469999999999995,True
340,Magazine_Subscriptions,content,0.45505,0.45505,0.0,False
342,Magazine_Subscriptions,content,0.28595,0.28595,0.0,False
343,Magazine_Subscriptions,content,0.4215,0.4215,0.0,False
344,Magazine_Subscriptions,price,0.3382,0.3382,0.0,False
346,Magazine_Subscriptions,billing,0.0696,0.0696,0.0,False
349,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
351,Magazine_Subscriptions,quality,-0.4767,-0.4767,0.0,False
351,Magazine_Subscriptions,content,-0.3595,-0.3595,0.0,False
352,Magazine_Subscriptions,content,0.5106,0.5106,0.0,False
352,Magazine_Subscriptions,quality,0.0,0.0,0.0,False
352,Magazine_Subscriptions,delivery,0.2263,0.2263,0.0,False
353,Magazine_Subscriptions,price,-0.2294,-0.2294,0.0,False
353,Magazine_Subscriptions,content,0.3612,0.3612,0.0,False
355,Magazine_Subscriptions,content,-0.1048,-0.1048,0.0,False
356,Magazine_Subscriptions,delivery,0.6124,0.6124,0.0,False
356,Magazine_Subscriptions,price,0.6369,0.6369,0.0,False
356,Magazine_Subscriptions,advertising,0.6705,0.6705,0.0,False
356,Magazine_Subscriptions,content,0.7451,0.7451,0.0,False
357,Magazine_Subscriptions,price,0.6249,0.6249,0.0,False
360,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
360,Magazine_Subscriptions,content,0.0,0.0,0.0,False
365,Magazine_Subscriptions,billing,0.60895,0.32985,-0.2791,True
365,Magazine_Subscriptions,customer_service,-0.04355000000000003,-0.2543,-0.21075,True
365,Magazine_Subscriptions,price,0.0,0.0,0.0,False
368,Magazine_Subscriptions,content,0.9134,0.9134,0.0,False
369,Magazine_Subscriptions,content,0.148,0.0,-0.148,True
373,Magazine_Subscriptions,price,-0.4215,-0.4215,0.0,False
373,Magazine_Subscriptions,content,0.0,0.0,0.0,False
374,Magazine_Subscriptions,billing,-0.4404,-0.4404,0.0,False
374,Magazine_Subscriptions,content,0.09225,-0.2202,-0.31245,True
376,Magazine_Subscriptions,delivery,0.4588,0.4588,0.0,False
378,Magazine_Subscriptions,billing,0.7316,0.7316,0.0,False
382,Magazine_Subscriptions,price,0.4019,0.4019,0.0,False
384,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
384,Magazine_Subscriptions,content,0.0,0.0,0.0,False
386,Magazine_Subscriptions,content,0.7906,0.7906,0.0,False
387,Magazine_Subscriptions,billing,0.1802666666666667,0.1802666666666667,0.0,False
388,Magazine_Subscriptions,billing,-0.4215,-0.4215,0.0,False
388,Magazine_Subscriptions,customer_service,-0.2997,-0.2997,0.0,False
388,Magazine_Subscriptions,quality,0.5023,0.3612,-0.14109999999999995,True
388,Magazine_Subscriptions,advertising,0.5023,0.3612,-0.14109999999999995,True
396,Magazine_Subscriptions,content,0.5267,0.5267,0.0,False
397,Magazine_Subscriptions,billing,0.24080000000000001,0.24080000000000001,0.0,False
397,Magazine_Subscriptions,price,0.3612,0.3612,0.0,False
401,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
401,Magazine_Subscriptions,content,0.0,0.0,0.0,False
403,Magazine_Subscriptions,billing,-0.1779,-0.6705,-0.4926,True
403,Magazine_Subscriptions,content,0.7003,0.7003,0.0,False
403,Magazine_Subscriptions,price,-0.4215,-0.4215,0.0,False
404,Magazine_Subscriptions,billing,0.1924714285714286,0.1924714285714286,0.0,False
404,Magazine_Subscriptions,content,0.0,0.0,0.0,False
404,Magazine_Subscriptions,customer_service,0.6908,0.6908,0.0,False
408,Magazine_Subscriptions,billing,-0.16666666666666666,-0.16666666666666666,0.0,False
408,Magazine_Subscriptions,content,-0.074,-0.074,0.0,False
409,Magazine_Subscriptions,content,0.7351,0.7351,0.0,False
411,Magazine_Subscriptions,content,-0.296,-0.296,0.0,False
412,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
412,Magazine_Subscriptions,content,0.033100000000000004,0.2080142857142857,0.1749142857142857,True
412,Magazine_Subscriptions,price,0.0,0.0,0.0,False
414,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
415,Magazine_Subscriptions,advertising,-0.1803,-0.1803,0.0,False
415,Magazine_Subscriptions,content,0.5642499999999999,0.5642499999999999,0.0,False
416,Magazine_Subscriptions,advertising,-0.4215,-0.296,0.1255,True
416,Magazine_Subscriptions,content,0.6486,0.6486,0.0,False
417,Magazine_Subscriptions,price,0.6369,0.6369,0.0,False
419,Magazine_Subscriptions,content,0.0,0.0,0.0,False
419,Magazine_Subscriptions,price,0.21075,0.21075,0.0,False
422,Magazine_Subscriptions,billing,0.765,0.765,0.0,False
422,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
427,Magazine_Subscriptions,content,0.0,0.0,0.0,False
428,Magazine_Subscriptions,price,-0.4215,-0.4215,0.0,False
428,Magazine_Subscriptions,content,0.0,0.0,0.0,False
429,Magazine_Subscriptions,content,0.0,0.0,0.0,False
431,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
432,Magazine_Subscriptions,content,0.0,0.0,0.0,False
433,Magazine_Subscriptions,content,0.2936,0.2936,0.0,False
433,Magazine_Subscriptions,packaging,0.4939,0.4939,0.0,False
441,Magazine_Subscriptions,billing,-0.5615,-0.5615,0.0,False
441,Magazine_Subscriptions,content,0.4295,0.6249,0.19540000000000002,True
444,Magazine_Subscriptions,price,0.8316,0.8316,0.0,False
446,Magazine_Subscriptions,advertising,0.37255000000000005,0.37255000000000005,0.0,False
446,Magazine_Subscriptions,content,0.37255000000000005,0.37255000000000005,0.0,False
446,Magazine_Subscriptions,price,0.37255000000000005,0.37255000000000005,0.0,False
449,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
449,Magazine_Subscriptions,content,0.5023,0.0,-0.5023,True
450,Magazine_Subscriptions,content,0.4647,0.42955,-0.035150000000000015,True
450,Magazine_Subscriptions,packaging,0.0,0.0,0.0,False
456,Magazine_Subscriptions,content,0.6249,0.6249,0.0,False
457,Magazine_Subscriptions,price,0.872,0.872,0.0,False
458,Magazine_Subscriptions,price,-0.2732,-0.08895000000000003,0.18424999999999997,True
460,Magazine_Subscriptions,billing,0.2023,0.2023,0.0,False
460,Magazine_Subscriptions,content,0.4004666666666667,0.4004666666666667,0.0,False
460,Magazine_Subscriptions,quality,0.0,0.0,0.0,False
461,Magazine_Subscriptions,content,0.0,0.0,0.0,False
463,Magazine_Subscriptions,billing,-0.28595,-0.28595,0.0,False
464,Magazine_Subscriptions,delivery,0.2481,0.2481,0.0,False
464,Magazine_Subscriptions,content,0.6124,0.6124,0.0,False
466,Magazine_Subscriptions,content,0.6696,0.6696,0.0,False
468,Magazine_Subscriptions,advertising,-0.048166666666666656,-0.048166666666666656,0.0,False
468,Magazine_Subscriptions,content,0.0,0.0,0.0,False
469,Magazine_Subscriptions,price,0.4569,0.3182,-0.1387,True
473,Magazine_Subscriptions,content,0.4404,0.4404,0.0,False
474,Magazine_Subscriptions,price,0.1759,0.1759,0.0,False
474,Magazine_Subscriptions,content,0.35129999999999995,0.08795,-0.26335,True
475,Magazine_Subscriptions,content,-0.34,-0.34,0.0,False
476,Magazine_Subscriptions,billing,-0.11080000000000001,-0.17635,-0.06555,True
476,Magazine_Subscriptions,price,-0.2732,-0.2732,0.0,False
477,Magazine_Subscriptions,quality,0.0772,0.0772,0.0,False
477,Magazine_Subscriptions,content,0.08360000000000001,0.12755,0.04394999999999999,True
478,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
478,Magazine_Subscriptions,content,0.5719,0.5719,0.0,False
479,Magazine_Subscriptions,price,0.7964,0.7964,0.0,False
481,Magazine_Subscriptions,content,0.7717,0.7717,0.0,False
487,Magazine_Subscriptions,content,0.6369,0.6369,0.0,False
489,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
490,Magazine_Subscriptions,content,0.8481,0.8481,0.0,False
491,Magazine_Subscriptions,content,0.03165,0.0,-0.03165,True
491,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
491,Magazine_Subscriptions,price,0.03165,0.0,-0.03165,True
492,Magazine_Subscriptions,content,0.0,0.0,0.0,False
493,Magazine_Subscriptions,content,-0.1695,-0.1695,0.0,False
494,Magazine_Subscriptions,billing,0.3182,0.3182,0.0,False
495,Magazine_Subscriptions,billing,-0.2411,-0.2411,0.0,False
495,Magazine_Subscriptions,delivery,0.0,0.0,0.0,False
495,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
495,Magazine_Subscriptions,content,0.0,0.0,0.0,False
497,Magazine_Subscriptions,content,-0.2263,-0.2263,0.0,False
500,Magazine_Subscriptions,content,0.5848,0.5848,0.0,False
502,Magazine_Subscriptions,advertising,0.7573,0.7573,0.0,False
502,Magazine_Subscriptions,content,0.7573,0.7573,0.0,False
504,Magazine_Subscriptions,content,0.3182,0.3182,0.0,False
505,Magazine_Subscriptions,billing,0.0,0.0,0.0,False
507,Magazine_Subscriptions,quality,0.2382,-0.1027,-0.3409,True
507,Magazine_Subscriptions,content,0.2337,0.25046666666666667,0.01676666666666668,True
508,Magazine_Subscriptions,advertising,0.0,0.0,0.0,False
509,Magazine_Subscriptions,content,0.74,0.74,0.0,False
510,Magazine_Subscriptions,content,0.40922499999999995,0.40922499999999995,0.0,False
